Site,Datetime,mean_WT,max_WT,min_WT,range_WT,Solar_daily,Solar_2d,Solar_3d,Solar_7d,WL_daily_mean,WL_daily_max,WL_daily_min,WL_daily_range,WL_mean_2day,WL_mean_3day,WL_mean_7day,WL_max_2day,WL_max_3day,WL_max_7day,WL_min_2day,WL_min_3day,WL_min_7day,Air_tmin,Air_tmean,Air_tmax,Air_trange,Air_tmean_2day,Air_tmean_3day,Air_tmean_7day,Air_tmax_2day,Air_tmax_3day,Air_tmax_7day,Air_tmin_2day,Air_tmin_3day,Air_tmin_7day,GWT_mean,GWT_max,GWT_min,GWT_range,GWT_mean_2day,GWT_mean_3day,GWT_mean_7day,GWT_max_2day,GWT_max_3day,GWT_max_7day,GWT_min_2day,GWT_min_3day,GWT_min_7day,GWL_mean,GWL_max,GWL_min,GWL_range,GWL_mean_2day,GWL_mean_3day,GWL_mean_7day,GWL_max_2day,GWL_max_3day,GWL_max_7day,GWL_min_2day,GWL_min_3day,GWL_min_7day,ppt,ppt_7day,Water_area_m2_3d,Elev_m,Size_km2
Crater,8/1/2023,12.21508,12.304,12.11,0.194,28.47744053,28.56384053,28.51776035,28.60210308,0.522875,0.562,0.478,0.084,0.530125,0.534931,0.54697,0.5665,0.569,0.578286,0.4885,0.495667,0.509857,6.2,15.2,24.2,18,15,15.1,14.97143,23.4,23.26667,22.9,6.55,6.9,7.028571,10.32433,10.357,10.259,0.098,10.29167,10.28078,10.20417,10.308,10.29167,10.217,10.259,10.259,10.161,0.020458,0.055,-0.021,0.076,0.024063,0.026403,0.037929,0.0565,0.057,0.067143,-0.016,-0.01167,0.003,0,0,3681,1104.241036,0.183
Crater,8/2/2023,12.05746,12.11,12.013,0.097,28.40831895,28.44287974,28.512,28.52927992,0.506417,0.542,0.465,0.077,0.514646,0.522222,0.53903,0.552,0.558333,0.571286,0.4715,0.480667,0.501,6.3,16.4,26.5,20.2,15.8,15.46667,15.32857,25.35,24.43333,23.75714,6.25,6.466667,6.885714,10.357,10.357,10.357,0,10.34067,10.31344,10.24733,10.357,10.32433,10.259,10.308,10.29167,10.217,0.011625,0.044,-0.028,0.072,0.016042,0.019917,0.031488,0.0495,0.052333,0.061143,-0.0245,-0.02,-0.00429,0,0,3852,1104.241036,0.183
Crater,8/3/2023,12.013,12.013,12.013,0,27.89855947,28.15343921,28.26143965,28.38486835,0.491875,0.523,0.453,0.07,0.499146,0.507056,0.529292,0.5325,0.542333,0.561857,0.459,0.465333,0.490714,8.9,17.4,26,17.1,16.9,16.33333,15.67143,26.25,25.56667,24.05714,7.6,7.133333,7.285714,10.357,10.357,10.357,0,10.357,10.34611,10.28117,10.357,10.357,10.287,10.357,10.32433,10.259,0.004917,0.035,-0.031,0.066,0.008271,0.012333,0.024964,0.0395,0.044667,0.055,-0.0295,-0.02667,-0.01171,0,0,3915,1104.241036,0.183
Crater,8/4/2023,12.11404,12.207,12.013,0.194,25.68671895,26.79263921,27.33119912,27.98125677,0.48475,0.501,0.455,0.046,0.488313,0.494347,0.5195,0.512,0.522,0.550143,0.454,0.457667,0.482,9.6,17.5,25.5,15.9,17.45,17.1,16.05714,25.75,26,24.55714,9.25,8.266667,7.571429,10.357,10.357,10.357,0,10.357,10.357,10.30917,10.357,10.357,10.315,10.357,10.357,10.287,0.002083,0.02,-0.028,0.048,0.0035,0.006208,0.01925,0.0275,0.033,0.047857,-0.0295,-0.029,-0.01686,0,0,3861.6,1104.241036,0.183
Crater,8/5/2023,12.24742,12.304,12.207,0.097,20.304,22.99535947,24.62975947,26.83583977,0.48075,0.493,0.463,0.03,0.48275,0.485792,0.509798,0.497,0.505667,0.538,0.459,0.457,0.474714,11.9,17.5,23.2,11.3,17.5,17.46667,16.3,24.35,24.9,24.42857,10.75,10.13333,8.2,10.357,10.357,10.357,0,10.357,10.357,10.32433,10.357,10.357,10.329,10.357,10.357,10.315,-0.00254,0.009,-0.021,0.03,-0.00023,0.001486,0.013613,0.0145,0.021333,0.039857,-0.0245,-0.02667,-0.02043,0,0,3691.8,1104.241036,0.183
Crater,8/6/2023,12.39683,12.497,12.304,0.193,22.88735947,21.59567974,22.95935947,26.04466256,0.480458,0.49,0.462,0.028,0.480604,0.481986,0.500643,0.4915,0.494667,0.526,0.4625,0.46,0.467857,12.6,16.9,21.1,8.5,17.2,17.3,16.52857,22.15,23.26667,24.15714,12.25,11.36667,8.914286,10.357,10.357,10.357,0,10.357,10.357,10.33833,10.357,10.357,10.343,10.357,10.357,10.329,-0.00479,0.005,-0.023,0.028,-0.00367,-0.00175,0.008488,0.007,0.011333,0.032286,-0.022,-0.024,-0.02329,0,0,3513.6,1104.241036,0.183
Crater,8/7/2023,12.50913,12.594,12.497,0.097,25.12511895,24.00623921,22.77215947,25.54107376,0.471333,0.492,0.438,0.054,0.475896,0.477514,0.491208,0.491,0.491667,0.514714,0.45,0.454333,0.459143,11.5,16.1,20.6,9.1,16.5,16.83333,16.71429,20.85,21.63333,23.87143,12.05,12,9.571429,10.357,10.357,10.357,0,10.357,10.357,10.35233,10.357,10.357,10.357,10.357,10.357,10.343,-0.01038,0.009,-0.041,0.05,-0.00758,-0.0059,0.003054,0.007,0.007667,0.025286,-0.032,-0.02833,-0.02757,0,0,3335.4,1104.241036,0.183
Crater,8/8/2023,12.594,12.594,12.594,0,23.46624053,24.29567974,23.82623965,24.82518804,0.46225,0.492,0.422,0.07,0.466792,0.471347,0.482548,0.492,0.491333,0.504714,0.43,0.440667,0.451143,9.1,16.1,23.2,14.1,16.1,16.36667,16.84286,21.9,21.63333,23.72857,10.3,11.06667,9.985714,10.44683,10.455,10.357,0.098,10.40192,10.38694,10.36983,10.406,10.38967,10.371,10.357,10.357,10.357,-0.01217,0.015,-0.051,0.066,-0.01127,-0.00911,-0.00161,0.012,0.009667,0.019571,-0.046,-0.03833,-0.03186,0,0,3157.2,1104.241036,0.183
Crater,8/9/2023,12.626,12.69,12.594,0.096,26.60255947,25.0344,25.06463965,24.56722241,0.446,0.469,0.415,0.054,0.454125,0.459861,0.473917,0.4805,0.484333,0.494286,0.4185,0.425,0.444,8.4,17.2,25.9,17.5,16.65,16.46667,16.95714,24.55,23.23333,23.64286,8.75,9.666667,10.28571,10.455,10.455,10.455,0,10.45092,10.41961,10.38383,10.455,10.42233,10.385,10.406,10.38967,10.371,-0.01992,0,-0.049,0.049,-0.01604,-0.01415,-0.00611,0.0075,0.008,0.013286,-0.05,-0.047,-0.03486,0,0,3203.4,1104.241036,0.183
Crater,8/10/2023,12.73042,12.787,12.69,0.097,26.55935947,26.58095947,25.54271982,24.37590812,0.434583,0.462,0.399,0.063,0.440292,0.447611,0.465732,0.4655,0.474333,0.485571,0.407,0.412,0.436286,11.2,17.1,23.1,11.9,17.15,16.8,16.91429,24.5,24.06667,23.22857,9.8,9.566667,10.61429,10.455,10.455,10.455,0,10.455,10.45228,10.39783,10.455,10.455,10.399,10.455,10.42233,10.385,-0.02354,0.001,-0.057,0.058,-0.02173,-0.01854,-0.01018,0.0005,0.005333,0.008429,-0.053,-0.05233,-0.03857,0,0,3474,1104.241036,0.183
Crater,8/11/2023,12.68642,12.787,12.594,0.193,26.72351895,26.64143921,26.6284793,24.52402241,0.419875,0.451,0.382,0.069,0.427229,0.433486,0.456464,0.4565,0.460667,0.478429,0.3905,0.398667,0.425857,9.1,15.7,22.4,13.3,16.4,16.66667,16.65714,22.75,23.8,22.78571,10.15,9.566667,10.54286,10.50808,10.553,10.455,0.098,10.48154,10.47269,10.41942,10.504,10.48767,10.427,10.455,10.455,10.399,-0.02967,-0.002,-0.065,0.063,-0.0266,-0.02438,-0.01471,-0.0005,-0.00033,0.005286,-0.061,-0.057,-0.04386,0,0,3852,1104.241036,0.183
Crater,8/12/2023,12.49742,12.594,12.401,0.193,26.2656,26.49455947,26.51615947,25.37567955,0.403292,0.436,0.362,0.074,0.411583,0.41925,0.445399,0.4435,0.449667,0.470286,0.372,0.381,0.411429,8.6,16.5,24.3,15.7,16.1,16.43333,16.51429,23.35,23.26667,22.94286,8.85,9.633333,10.07143,10.553,10.553,10.553,0,10.53054,10.50536,10.44742,10.553,10.52033,10.455,10.504,10.48767,10.427,-0.03742,-0.007,-0.075,0.068,-0.03354,-0.03021,-0.0197,-0.0045,-0.00267,0.003,-0.07,-0.06567,-0.05157,0,0,4113,1104.241036,0.183
Crater,8/13/2023,12.489,12.497,12.401,0.096,25.93728105,26.10144053,26.3088,25.81138263,0.386167,0.417,0.347,0.07,0.394729,0.403111,0.431929,0.4265,0.434667,0.459857,0.3545,0.363667,0.395,9.2,17.9,26.6,17.4,17.2,16.7,16.65714,25.45,24.43333,23.72857,8.9,8.966667,9.585714,10.553,10.553,10.553,0,10.553,10.53803,10.47542,10.553,10.553,10.483,10.553,10.52033,10.455,-0.04817,-0.019,-0.089,0.07,-0.04279,-0.03842,-0.02589,-0.013,-0.00933,-0.00043,-0.082,-0.07633,-0.061,0,0,4257,1104.241036,0.183
Crater,8/14/2023,12.618,12.69,12.594,0.096,26.0928,26.01504053,26.09856035,25.94962278,0.367042,0.399,0.327,0.072,0.376604,0.3855,0.41703,0.408,0.417333,0.446571,0.337,0.345333,0.379143,15.3,22.5,29.6,14.3,20.2,18.96667,17.57143,28.1,26.83333,25.01429,12.25,11.03333,10.12857,10.6265,10.651,10.553,0.098,10.58975,10.5775,10.51392,10.602,10.58567,10.525,10.553,10.553,10.483,-0.05525,-0.025,-0.094,0.069,-0.05171,-0.04694,-0.0323,-0.022,-0.017,-0.00529,-0.0915,-0.086,-0.06857,0,0,4197,1104.241036,0.183
Crater,8/15/2023,12.79083,12.883,12.69,0.193,25.71264053,25.90272026,25.91424053,26.27053707,0.353583,0.385,0.315,0.07,0.360313,0.368931,0.401506,0.392,0.400333,0.431286,0.321,0.329667,0.363857,16.6,25,33.5,16.9,23.75,21.8,18.84286,31.55,29.9,26.48571,15.95,13.7,11.2,10.651,10.651,10.651,0,10.63875,10.61017,10.54308,10.651,10.61833,10.553,10.602,10.58567,10.525,-0.06246,-0.032,-0.102,0.07,-0.05885,-0.05529,-0.03949,-0.0285,-0.02533,-0.012,-0.098,-0.095,-0.07586,0,0,4139.25,1104.241036,0.183
Crater,8/16/2023,13.06413,13.173,12.883,0.29,25.67808105,25.69536079,25.82784053,26.13846872,0.341667,0.372,0.302,0.07,0.347625,0.354097,0.386601,0.3785,0.385333,0.417429,0.3085,0.314667,0.347714,18.2,26,33.8,15.6,25.5,24.5,20.1,33.65,32.3,27.61429,17.4,16.7,12.6,10.651,10.651,10.651,0,10.651,10.64283,10.57108,10.651,10.651,10.581,10.651,10.61833,10.553,-0.07058,-0.042,-0.11,0.068,-0.06652,-0.06276,-0.04673,-0.037,-0.033,-0.018,-0.106,-0.102,-0.08457,0,0,4083.75,1104.241036,0.183
Crater,8/17/2023,13.361,13.461,13.269,0.192,14.8608,20.26944053,22.08384053,24.46724594,0.336917,0.356,0.305,0.051,0.339292,0.344056,0.372649,0.364,0.371,0.402286,0.3035,0.307333,0.334286,17.2,25.9,34.6,17.4,25.95,25.63333,21.35714,34.2,33.96667,29.25714,17.7,17.33333,13.45714,10.74396,10.748,10.651,0.097,10.69748,10.68199,10.61236,10.6995,10.68333,10.62286,10.651,10.651,10.581,-0.06938,-0.052,-0.105,0.053,-0.06998,-0.06747,-0.05327,-0.047,-0.042,-0.02557,-0.1075,-0.10567,-0.09143,0,0,4234.5,1104.241036,0.183
Crater,8/18/2023,13.405,13.461,13.365,0.096,26.03231895,20.44655947,22.1904,24.36850308,0.328125,0.346,0.299,0.047,0.332521,0.335569,0.359542,0.351,0.358,0.387286,0.302,0.302,0.322429,14.2,21.5,28.9,14.7,23.7,24.46667,22.18571,31.75,32.43333,30.18571,15.7,16.53333,14.18571,10.75617,10.846,10.748,0.098,10.75006,10.71704,10.6478,10.797,10.74833,10.66471,10.6995,10.68333,10.62286,-0.07421,-0.057,-0.105,0.048,-0.07179,-0.07139,-0.05964,-0.0545,-0.05033,-0.03343,-0.105,-0.10667,-0.09714,0,0,4385.25,1104.241036,0.183
Crater,8/19/2023,12.94338,13.461,12.594,0.867,25.71264053,25.87247974,22.20191982,24.28950887,0.316458,0.35,0.278,0.072,0.322292,0.327167,0.347137,0.348,0.350667,0.375,0.2885,0.294,0.310429,7.5,15.5,23.5,16,18.5,20.96667,22.04286,26.2,29,30.07143,10.85,12.96667,14.02857,10.846,10.846,10.846,0,10.80108,10.78204,10.68966,10.846,10.81333,10.70657,10.797,10.74833,10.66471,-0.07588,-0.045,-0.112,0.067,-0.07504,-0.07315,-0.06513,-0.051,-0.05133,-0.03886,-0.1085,-0.10733,-0.10243,0,0,4542.75,1104.241036,0.183
Crater,8/20/2023,12.40854,12.69,12.207,0.483,25.1856,25.44912026,25.64351982,24.18212586,0.30025,0.321,0.272,0.049,0.308354,0.314944,0.334863,0.3355,0.339,0.361286,0.275,0.283,0.299714,7.9,16.4,25,17.1,15.95,17.8,21.82857,24.25,25.8,29.84286,7.7,9.866667,13.84286,10.895,10.944,10.846,0.098,10.8705,10.83239,10.73852,10.895,10.87867,10.76243,10.846,10.81333,10.70657,-0.08729,-0.066,-0.118,0.052,-0.08158,-0.07913,-0.07072,-0.0555,-0.056,-0.04557,-0.115,-0.11167,-0.10657,0,0,4564.5,1104.241036,0.183
Crater,8/21/2023,12.19892,12.304,12.11,0.194,23.4576,24.3216,24.78528018,23.80566872,0.29525,0.311,0.272,0.039,0.29775,0.303986,0.324607,0.316,0.327333,0.348714,0.272,0.274,0.291857,11.2,18.3,25.3,14.1,17.35,16.73333,21.22857,25.15,24.6,29.22857,9.55,8.866667,13.25714,10.944,10.944,10.944,0,10.9195,10.895,10.78388,10.944,10.91133,10.80429,10.895,10.87867,10.76243,-0.08946,-0.073,-0.113,0.04,-0.08838,-0.08421,-0.07561,-0.0695,-0.06133,-0.05243,-0.1155,-0.11433,-0.10929,0,0,4450.5,1104.241036,0.183
Crater,8/22/2023,12.03725,12.207,11.916,0.291,17.20224053,20.32992026,21.94848018,22.58989729,0.289417,0.31,0.261,0.049,0.292333,0.294972,0.31544,0.3105,0.314,0.338,0.2665,0.268333,0.284143,7.7,14.6,21.4,13.7,16.45,16.43333,19.74286,23.35,23.9,27.5,9.45,8.933333,11.98571,10.944,10.944,10.944,0,10.944,10.92767,10.82573,10.944,10.944,10.84614,10.944,10.91133,10.80429,-0.09308,-0.072,-0.122,0.05,-0.09127,-0.08994,-0.07998,-0.0725,-0.07033,-0.05814,-0.1175,-0.11767,-0.11214,0,0,4194,1104.241036,0.183
Crater,8/23/2023,11.81092,12.11,11.625,0.485,24.87455947,21.0384,21.8448,22.4751085,0.280042,0.304,0.248,0.056,0.284729,0.288236,0.306637,0.307,0.308333,0.328286,0.2545,0.260333,0.276429,7,12.6,18.1,11.1,13.6,15.16667,17.82857,19.75,21.6,25.25714,7.35,8.633333,10.38571,10.944,10.944,10.944,0,10.944,10.944,10.86759,10.944,10.944,10.888,10.944,10.944,10.84614,-0.09742,-0.074,-0.129,0.055,-0.09525,-0.09332,-0.08382,-0.073,-0.073,-0.06271,-0.1255,-0.12133,-0.11486,0,0,3937.5,1104.241036,0.183
Crater,8/24/2023,11.528,11.819,11.334,0.485,24.78815947,24.83135947,22.28831982,23.89330271,0.267208,0.297,0.235,0.062,0.273625,0.278889,0.296679,0.3005,0.303667,0.319857,0.2415,0.248,0.266429,7.5,14.3,21.1,13.6,13.45,13.83333,16.17143,19.6,20.2,23.32857,7.25,7.4,9,10.944,10.944,10.944,0,10.944,10.944,10.89617,10.944,10.944,10.916,10.944,10.944,10.888,-0.10425,-0.075,-0.137,0.062,-0.10083,-0.09825,-0.0888,-0.0745,-0.07367,-0.066,-0.133,-0.12933,-0.11943,0,0,3565.5,1104.241036,0.183
Crater,8/25/2023,11.65733,11.916,11.528,0.388,23.29344053,24.0408,24.31871982,23.50203436,0.25175,0.27,0.224,0.046,0.259479,0.266333,0.285768,0.2835,0.290333,0.309,0.2295,0.235667,0.255714,9.1,17,24.9,15.8,15.65,14.63333,15.52857,23,21.36667,22.75714,8.3,7.866667,8.271429,10.944,10.944,10.944,0,10.944,10.944,10.923,10.944,10.944,10.93,10.944,10.944,10.916,-0.11621,-0.099,-0.146,0.047,-0.11023,-0.10596,-0.0948,-0.087,-0.08267,-0.072,-0.1415,-0.13733,-0.12529,0,0,3366,1104.241036,0.183
Crater,8/26/2023,11.94833,12.11,11.819,0.291,23.94144053,23.61744053,24.00768018,23.24900579,0.243375,0.266,0.212,0.054,0.247563,0.254111,0.275327,0.268,0.277667,0.297,0.218,0.223667,0.246286,12.4,19.4,26.4,14,18.2,16.9,16.08571,25.65,24.13333,23.17143,10.75,9.666667,8.971429,10.944,10.944,10.944,0,10.944,10.944,10.937,10.944,10.944,10.944,10.944,10.944,10.93,-0.12008,-0.098,-0.155,0.057,-0.11815,-0.11351,-0.10111,-0.0985,-0.09067,-0.07957,-0.1505,-0.146,-0.13143,0,0,3265.875,1104.241036,0.183
Crater,8/27/2023,12.30792,12.594,12.207,0.387,23.81184053,23.87664053,23.68224053,23.05275444,0.235792,0.26,0.201,0.059,0.239583,0.243639,0.266119,0.263,0.265333,0.288286,0.2065,0.212333,0.236143,12.8,20.2,27.5,14.7,19.8,18.86667,16.62857,26.95,26.26667,23.52857,12.6,11.43333,9.671429,10.85825,10.944,10.846,0.098,10.90113,10.91542,10.93175,10.944,10.944,10.944,10.895,10.91133,10.93,-0.12604,-0.1,-0.163,0.063,-0.12306,-0.12078,-0.10665,-0.099,-0.099,-0.08443,-0.159,-0.15467,-0.13786,0,0,3380.625,1104.241036,0.183
Crater,8/28/2023,12.67013,12.883,12.497,0.386,23.74271895,23.77727974,23.832,23.09348571,0.232208,0.253,0.197,0.056,0.234,0.237125,0.257113,0.2565,0.259667,0.28,0.199,0.203333,0.225429,12.6,21.2,29.8,17.2,20.7,20.26667,17.04286,28.65,27.9,24.17143,12.7,12.6,9.871429,10.846,10.846,10.846,0,10.85213,10.88275,10.91775,10.895,10.91133,10.93,10.846,10.87867,10.916,-0.12708,-0.107,-0.162,0.055,-0.12656,-0.1244,-0.11202,-0.1035,-0.10167,-0.08929,-0.1625,-0.16,-0.14486,0,0,3422.25,1104.241036,0.183
Crater,8/29/2023,13.008,13.076,12.98,0.096,20.9952,22.36895947,22.84991982,23.63533707,0.231958,0.239,0.22,0.019,0.232083,0.233319,0.248905,0.246,0.250667,0.269857,0.2085,0.206,0.219571,10.8,17.7,24.6,13.8,19.45,19.7,17.48571,27.2,27.3,24.62857,11.7,12.06667,10.31429,10.846,10.846,10.846,0,10.846,10.85008,10.90375,10.846,10.87867,10.916,10.846,10.846,10.902,-0.12442,-0.118,-0.137,0.019,-0.12575,-0.12585,-0.1165,-0.1125,-0.10833,-0.09586,-0.1495,-0.154,-0.147,0.58,0.58,3463.875,1104.241036,0.183
Crater,8/30/2023,12.75463,12.98,12.594,0.386,21.5136,21.2544,22.08383965,23.1552,0.224958,0.233,0.21,0.023,0.228458,0.229708,0.241036,0.236,0.241667,0.259714,0.215,0.209,0.214143,8.7,11.9,15.1,6.4,14.8,16.93333,17.38571,19.85,23.16667,24.2,9.75,10.7,10.55714,10.846,10.846,10.846,0,10.846,10.846,10.88975,10.846,10.846,10.902,10.846,10.846,10.888,-0.1275,-0.119,-0.145,0.026,-0.12596,-0.12633,-0.1208,-0.1185,-0.11467,-0.10229,-0.141,-0.148,-0.14929,1.41,1.99,3505.5,1104.241036,0.183
Crater,8/31/2023,12.33583,12.787,12.11,0.677,7.577279736,14.54543987,16.69535991,20.69650289,0.232458,0.256,0.216,0.04,0.228708,0.229792,0.236071,0.2445,0.242667,0.253857,0.213,0.215333,0.211429,8.2,12.6,16.9,8.7,12.25,14.06667,17.14286,16,18.86667,23.6,8.45,9.233333,10.65714,10.846,10.846,10.846,0,10.846,10.846,10.87575,10.846,10.846,10.888,10.846,10.846,10.874,-0.10892,-0.084,-0.13,0.046,-0.11821,-0.12028,-0.12146,-0.1015,-0.107,-0.10357,-0.1375,-0.13733,-0.14829,1.22,3.21,3547.125,1104.241036,0.183
Crater,9/1/2023,12.11,12.11,12.11,0,16.31232026,11.9448,15.1344,19.6992,0.266625,0.279,0.256,0.023,0.249542,0.241347,0.238196,0.2675,0.256,0.255143,0.236,0.227333,0.216,9.7,11.2,12.6,2.9,11.9,11.9,16.31429,14.75,14.86667,21.84286,8.95,8.866667,10.74286,10.846,10.846,10.846,0,10.846,10.846,10.86175,10.846,10.846,10.874,10.846,10.846,10.86,-0.10008,-0.094,-0.107,0.013,-0.1045,-0.11217,-0.11916,-0.089,-0.099,-0.10286,-0.1185,-0.12733,-0.14271,14.1,17.31,3588.75,1104.241036,0.183
Crater,9/2/2023,11.95238,12.11,11.819,0.291,21.47904053,18.8956804,15.12288018,19.34742857,0.273833,0.287,0.247,0.04,0.270229,0.257639,0.242548,0.283,0.274,0.258143,0.2515,0.239667,0.221,10.5,12.9,15.3,4.8,12.05,12.23333,15.38571,13.95,14.93333,20.25714,10.1,9.466667,10.47143,10.846,10.846,10.846,0,10.846,10.846,10.84775,10.846,10.846,10.86,10.846,10.846,10.846,-0.11404,-0.096,-0.146,0.05,-0.10706,-0.10768,-0.1183,-0.095,-0.09133,-0.10257,-0.1265,-0.12767,-0.14143,1.01,18.32,3630.375,1104.241036,0.183
Crater,9/3/2023,12.07767,12.207,12.013,0.194,21.168,21.32352026,19.65312026,18.96973707,0.279,0.287,0.264,0.023,0.276417,0.273153,0.24872,0.287,0.284333,0.262,0.2555,0.255667,0.23,11.2,17.2,23.2,12,15.05,13.76667,14.95714,19.25,17.03333,19.64286,10.85,10.46667,10.24286,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.11938,-0.11,-0.135,0.025,-0.11671,-0.11117,-0.11735,-0.103,-0.1,-0.104,-0.1405,-0.12933,-0.13743,0,18.32,3751.875,1104.241036,0.183
Crater,9/4/2023,12.22721,12.304,12.207,0.097,21.6,21.384,21.41568018,18.66363436,0.284375,0.291,0.275,0.016,0.281688,0.279069,0.256173,0.289,0.288333,0.267429,0.2695,0.262,0.241143,8.6,13.1,17.5,8.9,15.15,14.4,13.8,20.35,18.66667,17.88571,9.9,10.1,9.671429,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.1175,-0.111,-0.127,0.016,-0.11844,-0.11697,-0.11598,-0.1105,-0.10567,-0.10457,-0.131,-0.136,-0.13243,2.33,20.65,3953.25,1104.241036,0.183
Crater,9/5/2023,12.02108,12.207,11.916,0.291,22.43808105,22.01904053,21.73536035,18.86976023,0.280208,0.297,0.252,0.045,0.282292,0.281194,0.263065,0.294,0.291667,0.275714,0.2635,0.263667,0.245714,6.6,9.6,12.6,6,11.35,13.3,12.64286,15.05,17.76667,16.17143,7.6,8.8,9.071429,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.12304,-0.103,-0.153,0.05,-0.12027,-0.11997,-0.11578,-0.107,-0.108,-0.10243,-0.14,-0.13833,-0.13471,0.46,20.53,4234.5,1104.241036,0.183
Crater,9/6/2023,11.58863,12.013,11.334,0.679,22.05792026,22.24800066,22.03200044,18.94752026,0.273333,0.301,0.237,0.064,0.276771,0.279306,0.269976,0.299,0.296333,0.285429,0.2445,0.254667,0.249571,5.5,11.7,17.9,12.4,10.65,11.46667,12.61429,15.25,16,16.57143,6.05,6.9,8.614286,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.12583,-0.099,-0.163,0.064,-0.12444,-0.12213,-0.11554,-0.101,-0.10433,-0.09957,-0.158,-0.14767,-0.13729,0,19.12,4515.75,1104.241036,0.183
Crater,9/7/2023,11.1915,11.431,10.944,0.487,15.91487974,18.9864,20.13696035,20.13860598,0.258083,0.282,0.226,0.056,0.265708,0.270542,0.273637,0.2915,0.293333,0.289143,0.2315,0.238333,0.251,5.1,12.4,19.7,14.6,12.05,11.23333,12.58571,18.8,16.73333,16.97143,5.3,5.733333,8.171429,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.13354,-0.111,-0.166,0.055,-0.12969,-0.12747,-0.11906,-0.105,-0.10433,-0.10343,-0.1645,-0.16067,-0.14243,0,17.9,4659,1104.241036,0.183
Crater,9/8/2023,11.01275,11.236,10.846,0.39,21.84192026,18.8784,19.93824009,20.92854884,0.248292,0.274,0.21,0.064,0.253188,0.259903,0.271018,0.278,0.285667,0.288429,0.218,0.224333,0.244429,6.6,12.9,19.2,12.6,12.65,12.33333,12.82857,19.45,18.93333,17.91429,5.85,5.733333,7.728571,10.846,10.846,10.846,0,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,10.846,-0.13663,-0.111,-0.176,0.065,-0.13508,-0.132,-0.12428,-0.111,-0.107,-0.10586,-0.171,-0.16833,-0.15229,0,3.8,4664.25,1104.241036,0.183
Crater,9/9/2023,10.99654,11.334,10.748,0.586,21.4272,21.63456013,19.728,20.92114305,0.2305,0.262,0.19,0.072,0.239396,0.245625,0.264827,0.268,0.272667,0.284857,0.2,0.208667,0.236286,6.3,14.4,22.4,16.1,13.65,13.23333,13.04286,20.8,20.43333,18.92857,6.45,6,7.128571,10.85026,10.944,10.846,0.098,10.84813,10.84742,10.84661,10.895,10.87867,10.86,10.846,10.846,10.846,-0.14513,-0.118,-0.18,0.062,-0.14088,-0.13843,-0.12872,-0.1145,-0.11333,-0.109,-0.178,-0.174,-0.15714,0,2.79,4531.5,1104.241036,0.183
Crater,9/10/2023,10.846,11.041,10.651,0.39,20.83104053,21.12912026,21.36672026,20.87300598,0.214625,0.239,0.179,0.06,0.222563,0.231139,0.255631,0.2505,0.258333,0.278,0.1845,0.193,0.224143,10.8,18,25.3,14.5,16.2,15.1,13.15714,23.85,22.3,19.22857,8.55,7.9,7.071429,10.797,10.846,10.748,0.098,10.82363,10.83109,10.83961,10.895,10.87867,10.86,10.797,10.81333,10.832,-0.15258,-0.128,-0.191,0.063,-0.14886,-0.14478,-0.13347,-0.123,-0.119,-0.11157,-0.1855,-0.18233,-0.16514,0,2.79,4398.75,1104.241036,0.183
Crater,9/11/2023,10.8785,11.041,10.651,0.39,20.14847974,20.48976013,20.80224009,20.66564594,0.213333,0.236,0.182,0.054,0.213979,0.219486,0.245482,0.2375,0.245667,0.270143,0.1805,0.183667,0.210857,10.3,17.1,24,13.7,17.55,16.5,13.72857,24.65,23.9,20.15714,10.55,9.133333,7.314286,10.748,10.748,10.748,0,10.7725,10.79842,10.82561,10.797,10.846,10.846,10.748,10.78067,10.818,-0.15358,-0.129,-0.186,0.057,-0.15308,-0.15043,-0.13862,-0.1285,-0.125,-0.11414,-0.1885,-0.18567,-0.17357,0,0.46,4407.75,1104.241036,0.183
Crater,9/12/2023,10.86633,11.041,10.651,0.39,19.60415947,19.8763196,20.19455991,20.2608,0.2075,0.228,0.179,0.049,0.210417,0.211819,0.235095,0.232,0.234333,0.260286,0.1805,0.18,0.200429,9.2,14.7,20.2,11,15.9,16.6,14.45714,22.1,23.16667,21.24286,9.75,10.1,7.685714,10.748,10.748,10.748,0,10.748,10.76433,10.81161,10.748,10.78067,10.832,10.748,10.748,10.804,-0.15942,-0.138,-0.189,0.051,-0.1565,-0.15519,-0.14382,-0.1335,-0.13167,-0.11914,-0.1875,-0.18867,-0.17871,0,0,4558.5,1104.241036,0.183
